source,target,synapses,type
AWAR,AWBR,3,chemical
AWAR,RIFR,5,chemical
AWAR,RIGR,6,chemical
AWAR,RIR,2,chemical
AWBL,ADFL,25,chemical
AWBL,AIAL,4,chemical
AWBL,AIAL,1,electrical
AWBL,AIBR,1,chemical
AWBL,AIYL,1,chemical
AWBL,AIZL,15,chemical
AWBL,ASEL,1,chemical
AWBL,ASGL,1,electrical
AWBL,ASHL,2,chemical
AWBL,AUAL,4,electrical
AWBL,AVBL,2,chemical
AWBL,AVHR,2,chemical
AWBL,AWAL,2,chemical
AWBL,AWBR,3,electrical
AWBL,AWCL,1,chemical
AWBL,HSNL,1,chemical
AWBL,RIAL,10,chemical
AWBL,RIGL,2,chemical
AWBL,RMGL,1,electrical
AWBL,SMBDL,2,chemical
AWBL,SMBVL,3,chemical
AWBR,ADFR,7,chemical
AWBR,ADFR,1,electrical
AWBR,AIMR,1,chemical
AWBR,AIYR,1,chemical
AWBR,AIZR,8,chemical
AWBR,ASER,1,chemical
AWBR,ASER,1,electrical
AWBR,ASGR,1,chemical
AWBR,ASHR,2,chemical
AWBR,AUAR,3,electrical
AWBR,AVBR,2,chemical
AWBR,AWBL,3,electrical
AWBR,HSNL,2,chemical
AWBR,HSNR,2,chemical
AWBR,OLQVR,1,chemical
AWBR,RIAR,3,chemical
AWBR,RICL,4,electrical
AWBR,RIFR,1,chemical
AWBR,RIR,7,chemical
AWBR,RMGR,1,electrical
AWBR,URYVR,1,chemical
AWCL,ADFL,1,electrical
AWCL,AFDL,2,chemical
AWCL,AIAL,2,chemical
AWCL,AIAR,4,chemical
AWCL,AIBL,12,chemical
AWCL,AIBR,2,chemical
AWCL,AIYL,22,chemical
AWCL,AIZL,1,chemical
AWCL,ASEL,1,electrical
AWCL,ASER,1,chemical
AWCL,ASGR,1,chemical
AWCL,ASIL,1,chemical
AWCL,AUAL,1,electrical
AWCL,AVAL,1,chemical
AWCL,AWCR,11,chemical
AWCL,RIAL,6,chemical
AWCL,SMDVL,1,chemical
AWCR,ADFR,1,chemical
AWCR,AFDR,3,electrical
AWCR,AIAL,1,chemical
AWCR,AIAL,1,electrical
AWCR,AIAR,8,chemical
AWCR,AIAR,1,electrical
AWCR,AIBL,3,chemical
AWCR,AIBR,18,chemical
AWCR,AIYL,12,chemical
AWCR,AIYR,22,chemical
AWCR,ASEL,8,chemical
AWCR,ASEL,2,electrical
AWCR,ASER,5,chemical
AWCR,ASGR,3,chemical
AWCR,ASGR,2,electrical
AWCR,ASHR,1,chemical
AWCR,ASIL,2,chemical
AWCR,ASIR,2,chemical
AWCR,AWCL,17,chemical
AWCR,IL2L,2,chemical
AWCR,RIAL,3,chemical
AWCR,RIVL,3,chemical
BAGL,ADFR,1,chemical
BAGL,AIBL,2,chemical
BAGL,AINL,1,chemical
BAGL,AINR,3,electrical
BAGL,AIZR,2,chemical
BAGL,AUAR,2,chemical
BAGL,AVAR,3,chemical
BAGL,AVEL,2,chemical
BAGL,AVER,7,chemical
BAGL,BAGR,1,chemical
BAGL,BAGR,1,electrical
BAGL,CEPVR,2,chemical
BAGL,RIAR,18,chemical
BAGL,RIBR,19,chemical
BAGL,RID,3,chemical
BAGL,RIGL,3,chemical
BAGL,RIGL,1,electrical
BAGL,RIGR,7,chemical
BAGL,RIGR,2,electrical
BAGL,RIPR,1,chemical
BAGL,RIR,4,electrical
BAGL,RIVR,2,chemical
BAGL,URAVR,1,chemical
BAGL,URXR,1,chemical
BAGR,AIYL,3,chemical
BAGR,AQR,3,chemical
BAGR,AVAL,4,chemical
BAGR,AVEL,8,chemical
BAGR,AVEL,1,electrical
BAGR,BAGL,3,chemical
BAGR,BAGL,1,electrical
BAGR,OLQVL,2,chemical
BAGR,RIAL,18,chemical
BAGR,RIBL,22,chemical
BAGR,RIBR,1,chemical
BAGR,RIGL,10,chemical
BAGR,RIR,5,electrical
BAGR,SMDVL,1,chemical
BDUL,ADAL,2,chemical
BDUL,ADEL,6,chemical
BDUL,ALML,1,chemical
BDUL,ALML,23,electrical
BDUL,AVHL,2,chemical
BDUL,AVJR,2,chemical
BDUL,HSNL,3,chemical
BDUL,PVNL,2,chemical
BDUL,PVNL,1,electrical
BDUL,PVNR,4,chemical
BDUL,RIFL,2,chemical
BDUL,RMGL,3,chemical
BDUL,SAADL,3,chemical
BDUL,URADL,3,chemical
BDUR,ADER,4,chemical
BDUR,ALMR,4,chemical
BDUR,ALMR,23,electrical
BDUR,AVAL,7,chemical
BDUR,AVBR,1,chemical
BDUR,AVHL,2,chemical
BDUR,AVJL,5,chemical
BDUR,CEPVR,1,chemical
BDUR,HSNR,8,chemical
BDUR,HSNR,1,electrical
BDUR,PVCL,3,chemical
BDUR,PVNL,11,chemical
BDUR,PVNR,5,chemical
BDUR,PVR,3,electrical
BDUR,SDQL,2,chemical
BDUR,URADR,3,chemical
CEPDL,AFDL,2,chemical
CEPDL,AINL,2,chemical
CEPDL,ALML,2,chemical
CEPDL,AVER,13,chemical
CEPDL,CEPDR,1,chemical
CEPDL,IL1DL,18,chemical
CEPDL,IL2DL,1,chemical
CEPDL,OLLL,8,chemical
CEPDL,OLQDL,27,chemical
CEPDL,OLQDL,2,electrical
CEPDL,RIBL,3,chemical
CEPDL,RICL,11,chemical
CEPDL,RICR,8,chemical
CEPDL,RIH,1,chemical
CEPDL,RIPL,8,chemical
CEPDL,RIS,3,chemical
CEPDL,RMDVL,13,chemical
CEPDL,RMGL,6,chemical
CEPDL,RMHL,1,chemical
CEPDL,RMHR,8,chemical
CEPDL,SIADR,4,chemical
CEPDL,SIBDL,2,chemical
CEPDL,SIBVR,2,chemical
CEPDL,SMBDR,5,chemical
CEPDL,URADL,8,chemical
CEPDL,URBL,11,chemical
CEPDL,URYDL,7,chemical
CEPDR,AVEL,9,chemical
CEPDR,BDUR,5,chemical
CEPDR,CEPDR,6,chemical
CEPDR,IL1DR,15,chemical
CEPDR,IL1R,1,chemical
CEPDR,OLLR,13,chemical
CEPDR,OLQDR,20,chemical
CEPDR,OLQDR,8,electrical
CEPDR,RICL,13,chemical
CEPDR,RICR,19,chemical
CEPDR,RIFR,2,chemical
CEPDR,RIH,4,chemical
CEPDR,RMDR,1,chemical
CEPDR,RMDVR,3,chemical
CEPDR,RMGR,1,chemical
CEPDR,RMHL,7,chemical
CEPDR,RMHR,1,chemical
CEPDR,SIBDR,1,chemical
CEPDR,SMBDL,1,chemical
CEPDR,URADR,3,chemical
CEPDR,URBR,14,chemical
CEPDR,URXR,2,chemical
CEPDR,URYDR,3,chemical
CEPVL,AVER,5,chemical
CEPVL,IL1VL,9,chemical
CEPVL,OLLL,4,chemical
CEPVL,OLQVL,19,chemical
CEPVL,OLQVL,4,electrical
CEPVL,PVR,3,chemical
CEPVL,RIAL,1,chemical
CEPVL,RIBL,3,chemical
CEPVL,RICL,20,chemical
CEPVL,RICR,17,chemical
CEPVL,RIH,1,electrical
CEPVL,RIPL,4,chemical
CEPVL,RMDDL,7,chemical
CEPVL,RMDVR,8,chemical
CEPVL,RMGL,2,chemical
CEPVL,RMHL,10,chemical
CEPVL,RMHR,5,chemical
CEPVL,SIAVL,6,chemical
CEPVL,SMBVL,1,chemical
CEPVL,SMDVR,1,chemical
CEPVL,URAVL,6,chemical
CEPVL,URAVL,3,electrical
CEPVL,URXL,2,chemical
CEPVL,URYVL,5,chemical
CEPVR,ADLR,3,chemical
CEPVR,AIMR,1,electrical
CEPVR,ASGR,2,chemical
CEPVR,AVEL,13,chemical
CEPVR,CEPDR,1,chemical
CEPVR,IL1VR,8,chemical
CEPVR,IL2VR,3,chemical
CEPVR,IL2VR,1,electrical
CEPVR,OLLR,14,chemical
CEPVR,OLQVR,11,chemical
CEPVR,OLQVR,1,electrical
CEPVR,RIAL,1,chemical
CEPVR,RIAR,1,chemical
CEPVR,RICL,13,chemical
CEPVR,RICR,12,chemical
CEPVR,RIPR,3,chemical
CEPVR,RIVL,2,chemical
CEPVR,RMDDR,4,chemical
CEPVR,RMHR,15,chemical
CEPVR,SIAVR,7,chemical
CEPVR,SMBVR,2,chemical
CEPVR,SMDDR,2,chemical
CEPVR,URAVR,3,chemical
CEPVR,URYVR,2,chemical
DA1,AS1,13,chemical
DA1,AVAL,2,electrical
DA1,AVAR,9,electrical
DA1,AVER,1,electrical
DA1,DA2,1,electrical
DA1,DB1,1,chemical
DA1,DD1,12,chemical
DA1,FLPR,2,chemical
DA1,FLPR,5,electrical
DA1,VD2,4,chemical
DA2,AS2,1,chemical
DA2,AS2,2,electrical
DA2,AS4,1,electrical
DA2,AVAL,7,electrical
DA2,AVAR,3,electrical
DA2,DA1,1,electrical
DA2,DA3,1,chemical
DA2,DA5,1,electrical
DA2,DB1,1,chemical
DA2,DD1,7,chemical
DA2,FLPR,6,electrical
DA2,VA1,9,electrical
DA2,VA6,3,electrical
DA2,VD2,17,chemical
DA2,VD3,11,chemical
DA3,AS4,2,chemical
DA3,AS4,4,electrical
DA3,AVAL,6,electrical
DA3,AVAR,7,electrical
DA3,DA4,2,chemical
DA3,DA4,1,electrical
DA3,DA5,1,electrical
DA3,DB3,2,chemical
DA3,DD2,3,chemical
DA3,FLPR,16,electrical
DA3,VA2,1,electrical
DA3,VA6,1,electrical
DA3,VD3,43,chemical
DA3,VD4,13,chemical
DA4,AVAL,2,electrical
DA4,AVAR,2,electrical
DA4,DA3,1,electrical
DA4,DB2,2,chemical
DA4,DD2,4,chemical
DA4,PVCL,1,electrical
DA4,VA3,1,electrical
DA4,VD4,11,chemical
DA4,VD5,21,chemical
DA5,AS6,5,electrical
DA5,AVAL,2,electrical
DA5,AVAR,5,electrical
DA5,DA2,1,electrical
DA5,DA3,1,electrical
DA5,DA4,1,chemical
DA5,DB4,1,chemical
DA5,DD3,12,chemical
DA5,VD5,1,chemical
DA5,VD6,22,chemical
DA6,AVAL,4,electrical
DA6,AVAR,4,electrical
DA6,DA5,1,chemical
DA6,DB5,1,chemical
DA6,DD3,7,chemical
DA6,VD4,3,chemical
DA6,VD5,3,chemical
DA6,VD6,13,chemical
DA6,VD7,13,chemical
DA7,AS10,1,electrical
DA7,AVAL,10,electrical
DA7,DA6,1,chemical
DA7,DA8,1,electrical
DA7,DB6,1,chemical
DA7,DD4,3,chemical
DA7,PVCL,1,electrical
DA7,PVCR,3,electrical
DA7,PVQR,1,electrical
DA7,VD11,2,electrical
DA7,VD7,10,chemical
DA7,VD8,12,chemical
DA7,VD9,10,chemical
DA8,AS11,1,electrical
DA8,AVAL,8,electrical
DA8,AVAR,5,electrical
DA8,AVHR,5,electrical
DA8,DA7,1,chemical
DA8,DA7,1,electrical
DA8,DA9,15,electrical
DA8,DB7,1,chemical
DA8,DD4,4,chemical
DA8,DD5,4,chemical
DA8,DD6,2,electrical
DA8,DVB,5,electrical
DA8,PDA,1,electrical
DA8,PHCL,2,electrical
DA8,PVCL,17,electrical
DA8,PVCR,1,electrical
DA8,PVWL,1,electrical
DA8,VA10,2,electrical
DA8,VA12,6,electrical
DA8,VD10,7,chemical
DA8,VD11,5,chemical
DA8,VD12,5,chemical
DA8,VD13,5,chemical
DA8,VD8,5,chemical
DA8,VD9,5,chemical
DA9,AS10,1,electrical
DA9,AS11,1,chemical
DA9,AVAL,1,electrical
DA9,AVAR,4,electrical
DA9,AVL,4,electrical
DA9,DA8,1,chemical
DA9,DA8,15,electrical
DA9,DB7,1,chemical
DA9,DD6,4,chemical
DA9,DVA,1,chemical
DA9,DVA,3,electrical
DA9,PDA,9,electrical
DA9,PHCR,7,electrical
DA9,PVCR,3,electrical
DA9,PVR,15,electrical
DA9,VA10,1,electrical
DA9,VA11,3,electrical
DA9,VA12,1,chemical
DA9,VA12,1,electrical
DA9,VB11,1,electrical
DA9,VD10,5,chemical
DA9,VD11,11,chemical
DA9,VD12,11,chemical
DA9,VD13,1,chemical
DA9,VD13,2,electrical
DA9,VD9,5,chemical
DB1,AS1,28,chemical
DB1,AS2,4,chemical
DB1,AVBR,15,electrical
DB1,DA1,16,chemical
DB1,DA2,2,chemical
DB1,DB2,5,electrical
DB1,DD1,31,chemical
DB1,DVA,3,electrical
DB1,FLPR,1,chemical
DB1,RID,1,chemical
DB1,RID,2,electrical
DB1,VB3,5,electrical
DB1,VD2,24,chemical
DB1,VD3,2,chemical
DB2,AS3,3,chemical
DB2,AS4,2,chemical
DB2,AVBL,4,electrical
DB2,AVBR,3,electrical
DB2,DA2,3,chemical
DB2,DA3,12,chemical
DB2,DA4,1,chemical
DB2,DB1,5,electrical
DB2,DB3,14,electrical
DB2,DD1,3,chemical
DB2,DD2,16,chemical
DB2,VB4,1,electrical
DB2,VD3,33,chemical
DB2,VD4,15,chemical
DB3,AS4,2,chemical
DB3,AS5,1,chemical
DB3,AVBL,9,electrical
DB3,AVBR,2,electrical
DB3,DA4,4,chemical
DB3,DA5,1,chemical
DB3,DB2,14,electrical
DB3,DB4,1,electrical
DB3,DD2,3,chemical
DB3,DD3,14,chemical
DB3,DD3,1,electrical
DB3,DD5,14,chemical
DB3,RID,1,electrical
DB3,VB6,1,electrical
DB3,VD4,9,chemical
DB3,VD5,24,chemical
DB3,VD6,4,chemical
DB4,AS6,2,chemical
DB4,AVBL,4,electrical
DB4,AVBR,5,electrical
DB4,DA5,3,chemical
DB4,DB3,1,electrical
DB4,DB5,5,electrical
DB4,DD3,9,chemical
DB4,DD3,1,electrical
DB4,DD4,2,chemical
DB4,DD5,9,chemical
DB4,DD6,2,chemical
DB4,VD6,14,chemical
DB5,AS7,3,chemical
DB5,AS8,2,chemical
DB5,AVBL,3,electrical
DB5,AVBR,4,electrical
DB5,DA6,3,chemical
DB5,DA7,12,chemical
DB5,DA8,1,chemical
DB5,DB4,5,electrical
DB5,DB6,5,electrical
DB5,VD4,3,chemical
DB5,VD5,3,chemical
DB5,VD6,13,chemical
DB5,VD7,13,chemical
DB6,AS8,2,chemical
DB6,AS9,1,chemical
DB6,AVBL,3,electrical
DB6,AVBR,4,electrical
DB6,DA8,4,chemical
DB6,DA9,1,chemical
DB6,DB5,5,electrical
DB6,DB7,5,electrical
DB6,DVA,2,electrical
DB6,VD7,10,chemical
DB6,VD8,12,chemical
DB6,VD9,10,chemical
DB7,AS10,2,chemical
DB7,AS10,1,electrical
DB7,AS11,2,chemical
DB7,AVBL,13,electrical
DB7,AVBR,3,electrical
DB7,AVHL,3,electrical
DB7,DA9,3,chemical
DB7,DB6,5,electrical
DB7,DVA,3,electrical
DB7,PDB,2,electrical
DB7,PVCL,8,electrical
DB7,PVCR,2,electrical
DB7,PVR,4,electrical
DB7,VA10,1,electrical
DB7,VD10,7,chemical
DB7,VD11,5,chemical
DB7,VD12,5,chemical
DB7,VD13,5,chemical
DB7,VD8,5,chemical
DB7,VD9,5,chemical
DD1,DA2,3,chemical
DD1,DD2,6,electrical
DD1,FLPL,1,electrical
DD1,RIFR,2,electrical
DD1,SABVR,1,electrical
DD1,VB2,1,chemical
DD1,VC1,1,electrical
DD1,VD2,1,chemical
DD1,VD2,3,electrical
DD1,VD3,4,electrical
DD2,DA3,2,chemical
DD2,DD1,6,electrical
DD2,DD3,2,electrical
DD2,VD3,1,chemical
DD2,VD3,1,electrical
DD2,VD4,1,chemical
DD2,VD4,2,electrical
DD2,VD5,1,electrical
DD3,DA5,1,chemical
DD3,DB3,1,electrical
DD3,DB4,1,electrical
DD3,DD2,2,electrical
DD3,DD4,3,electrical
DD4,DD3,3,electrical
DD4,DD5,3,electrical
DD5,DD4,3,electrical
DD5,DD6,3,electrical
DD5,DVB,1,electrical
DD6,AVG,1,electrical
DD6,AVHR,1,electrical
DD6,AVL,28,electrical
DD6,DA8,2,electrical
DD6,DD5,3,electrical
DD6,DVB,3,electrical
DD6,DVC,1,electrical
DD6,PDA,1,electrical
DD6,PVNL,1,electrical
DD6,PVPL,2,electrical
DD6,PVPR,9,electrical
DD6,PVT,3,electrical
DD6,VA12,7,electrical
DD6,VD11,3,electrical
DD6,VD12,14,electrical
DD6,VD13,2,electrical
DVA,AIZL,5,chemical
DVA,AIZR,3,chemical
DVA,AQR,6,chemical
DVA,AS11,1,electrical
DVA,AUAL,4,chemical
DVA,AUAR,8,chemical
DVA,AVAL,6,chemical
DVA,AVAR,2,chemical
DVA,AVBL,1,chemical
DVA,AVBL,11,electrical
DVA,AVBR,1,chemical
DVA,AVBR,3,electrical
DVA,AVDR,2,chemical
DVA,AVEL,19,chemical
DVA,AVER,17,chemical
DVA,AVKL,18,electrical
DVA,DA2,1,chemical
DVA,DA9,3,electrical
DVA,DB1,3,electrical
DVA,DB2,2,chemical
DVA,DB3,3,chemical
DVA,DB4,1,chemical
DVA,DB6,2,electrical
DVA,DB7,1,chemical
DVA,DB7,3,electrical
DVA,DVC,1,electrical
DVA,PDA,1,electrical
DVA,PDEL,3,electrical
DVA,PDER,1,chemical
DVA,PDER,6,electrical
DVA,PVCL,4,chemical
DVA,PVCL,3,electrical
DVA,PVCR,1,chemical
DVA,PVCR,1,electrical
DVA,PVM,1,electrical
DVA,PVPL,1,electrical
DVA,PVPR,3,chemical
DVA,PVR,2,chemical
DVA,PVR,15,electrical
DVA,PVT,8,electrical
DVA,RIAL,3,chemical
DVA,RIAR,4,chemical
DVA,RIMR,5,chemical
DVA,RIR,4,chemical
DVA,SAADR,5,chemical
DVA,SAAVL,3,chemical
DVA,SAAVR,1,chemical
DVA,SAAVR,1,electrical
DVA,SABD,2,chemical
DVA,SDQL,1,electrical
DVA,SDQR,1,electrical
DVA,SIADR,1,electrical
DVA,SIAVR,1,electrical
DVA,SMBDL,6,chemical
DVA,SMBDR,6,chemical
DVA,SMBVL,5,chemical
DVA,SMBVR,6,chemical
DVA,SMDVL,1,chemical
DVA,URXL,1,chemical
DVA,URYDL,3,chemical
DVA,VA11,1,electrical
DVA,VA12,1,chemical
DVA,VA2,2,chemical
DVA,VA6,1,chemical
DVA,VA8,1,chemical
DVA,VB1,1,chemical
DVA,VB11,2,chemical
DVB,AS11,4,electrical
DVB,AVHL,1,electrical
DVB,AVL,21,chemical
DVB,AVL,14,electrical
DVB,DA8,10,chemical
DVB,DA8,5,electrical
DVB,DD5,1,electrical
DVB,DD6,10,chemical
DVB,DD6,3,electrical
DVB,DVB,2,electrical
DVB,DVC,5,chemical
DVB,DVC,15,electrical
DVB,PDA,2,chemical
DVB,PHCL,2,chemical
DVB,PVPL,10,chemical
DVB,PVPL,4,electrical
DVB,PVPR,4,electrical
DVB,PVT,3,electrical
DVB,VD11,2,electrical
DVB,VD13,1,chemical
DVB,VD13,5,electrical
DVC,AIBL,3,chemical
DVC,AIBL,2,electrical
DVC,AIBR,3,chemical
DVC,AIBR,9,electrical
DVC,AVAL,14,chemical
DVC,AVAR,16,chemical
DVC,AVBL,1,chemical
DVC,AVG,12,electrical
DVC,AVHR,4,electrical
DVC,AVKL,2,chemical
DVC,AVL,22,electrical
DVC,DD6,1,electrical
DVC,DVA,1,electrical
DVC,DVB,15,electrical
DVC,PVDR,1,chemical
DVC,PVDR,1,electrical
DVC,PVNR,1,electrical
DVC,PVPL,4,chemical
DVC,PVPL,20,electrical
DVC,PVPR,34,electrical
DVC,PVQR,7,electrical
DVC,PVT,1,chemical
DVC,PVT,11,electrical
DVC,RIBL,2,chemical
DVC,RIBR,6,chemical
DVC,RIGL,16,chemical
DVC,RIGR,13,chemical
DVC,RIVR,2,chemical
DVC,RMFL,14,chemical
DVC,RMFR,9,chemical
DVC,URAVL,1,chemical
DVC,VC6,1,electrical
DVC,VD1,2,electrical
DVC,VD11,1,electrical
DVC,VD13,1,electrical
DVC,VD9,2,chemical
FLPL,ADEL,22,chemical
FLPL,ADER,3,chemical
FLPL,AIBL,3,chemical
FLPL,AIBL,1,electrical
FLPL,AIBR,3,chemical
FLPL,AVAL,33,chemical
FLPL,AVAR,48,chemical
FLPL,AVBL,22,chemical
FLPL,AVBR,22,chemical
FLPL,AVDL,30,chemical
FLPL,AVDL,5,electrical
FLPL,AVDR,34,chemical
FLPL,DD1,6,chemical
FLPL,DD1,1,electrical
FLPL,DVA,1,chemical
FLPL,FLPR,2,chemical
FLPL,FLPR,6,electrical
FLPL,PVCR,6,chemical
FLPL,RIH,1,electrical
FLPL,RIS,1,chemical
FLPL,SDQL,1,electrical
FLPL,SIADR,1,electrical
FLPL,VA1,5,chemical
FLPR,ADAL,1,chemical
FLPR,ADAR,1,chemical
FLPR,ADER,6,chemical
FLPR,ADER,4,electrical
FLPR,AS1,1,electrical
FLPR,AVAL,23,chemical
FLPR,AVAR,10,chemical
FLPR,AVBL,30,chemical
FLPR,AVBR,11,chemical
FLPR,AVDL,25,chemical
FLPR,AVDL,9,electrical
FLPR,AVDR,8,chemical
FLPR,AVDR,2,electrical
FLPR,AVEL,21,chemical
FLPR,AVER,7,chemical
FLPR,AVJL,2,chemical
FLPR,AVJR,2,chemical
FLPR,DA1,5,electrical
FLPR,DA2,6,electrical
FLPR,DA3,16,electrical
FLPR,DVA,6,chemical
FLPR,FLPL,14,chemical
FLPR,FLPL,6,electrical
FLPR,PVCL,2,chemical
FLPR,VB1,1,chemical
HSNL,ADLL,1,chemical
HSNL,ADLR,1,chemical
HSNL,AIAL,8,chemical
HSNL,AIMR,2,chemical
HSNL,AIZL,6,chemical
HSNL,AIZR,3,chemical
HSNL,ASHL,3,chemical
HSNL,ASHR,1,chemical
HSNL,ASJR,2,chemical
HSNL,ASKL,3,chemical
HSNL,ASKL,1,electrical
HSNL,ASKR,2,chemical
HSNL,AVFL,11,chemical
HSNL,AVFR,4,chemical
HSNL,AVJL,3,chemical
HSNL,AWAR,3,chemical
HSNL,AWBL,5,chemical
HSNL,AWBR,3,chemical
HSNL,HSNL,1,chemical
HSNL,HSNR,5,chemical
HSNL,HSNR,1,electrical
HSNL,PVPL,1,electrical
HSNL,PVQL,1,chemical
HSNL,RIFL,9,chemical
HSNL,RIFL,1,electrical
HSNL,RIML,4,chemical
HSNL,RIR,3,chemical
HSNL,RMGR,1,chemical
HSNL,VC5,9,chemical
HSNR,AIAL,3,chemical
HSNR,AIBL,2,chemical
HSNR,AIZL,3,chemical
HSNR,AIZR,1,chemical
HSNR,ALA,1,electrical
HSNR,AS5,2,chemical
HSNR,ASHL,4,chemical
HSNR,ASKR,3,electrical
HSNR,AVBR,1,chemical
HSNR,AVDR,1,chemical
HSNR,AVER,1,chemical
HSNR,AVFL,4,chemical
HSNR,AVFR,2,chemical
HSNR,AVHL,2,chemical
HSNR,AVHR,2,chemical
HSNR,AVJL,3,chemical
HSNR,AWBL,2,chemical
HSNR,BDUR,2,chemical
HSNR,BDUR,1,electrical
HSNR,DA5,2,chemical
HSNR,DA6,1,chemical
HSNR,HSNL,1,chemical
HSNR,HSNL,1,electrical
HSNR,PVNR,2,chemical
HSNR,PVNR,2,electrical
HSNR,PVPR,1,chemical
HSNR,PVPR,1,electrical
HSNR,PVQR,1,chemical
HSNR,PVT,1,chemical
HSNR,RIFR,6,chemical
HSNR,RIML,1,chemical
HSNR,RIMR,1,chemical
HSNR,RMDDR,1,chemical
HSNR,RMGR,1,chemical
HSNR,SABD,1,chemical
HSNR,SABVR,1,chemical
HSNR,VA6,2,chemical
HSNR,VC2,6,chemical
HSNR,VC3,1,chemical
HSNR,VC4,1,chemical
HSNR,VC5,2,chemical
I1L,I2L,10,chemical
I1L,I2L,2,electrical
I1L,I3,3,chemical
I1L,I5,2,chemical
I1L,I6,1,chemical
I1L,M2L,3,chemical
I1L,M3L,8,chemical
I1L,M3L,2,electrical
I1L,M3R,2,chemical
I1L,MCL,2,chemical
I1L,MCR,2,chemical
I1L,MCR,1,electrical
I1L,MI,2,chemical
I1L,NSML,3,chemical
I1L,NSML,3,electrical
I1L,RIPL,2,electrical
I1R,I2R,6,chemical
I1R,I2R,1,electrical
I1R,I3,1,chemical
I1R,I3,1,electrical
I1R,I5,2,chemical
I1R,M1,1,chemical
I1R,M2L,1,chemical
I1R,M2R,3,chemical
I1R,M3L,1,chemical
I1R,M3R,6,chemical
I1R,MCL,3,chemical
I1R,MCR,4,chemical
I1R,MCR,4,electrical
I1R,MI,1,chemical
I1R,NSML,1,chemical
I1R,NSMR,2,chemical
I1R,NSMR,2,electrical
I1R,RIPR,2,electrical
I2L,I1L,2,chemical
I2L,I1L,2,electrical
I2L,I2R,3,chemical
I2L,I4,13,chemical
I2L,I4,1,electrical
I2L,I5,2,chemical
I2L,M1,1,chemical
I2L,M2L,1,electrical
I2L,NSML,14,chemical
I2L,NSMR,24,chemical
I2R,I1R,1,chemical
I2R,I1R,1,electrical
I2R,I2L,3,chemical
I2R,I4,20,chemical
I2R,I5,2,chemical
I2R,M1,3,chemical
I2R,M1,1,electrical
I2R,M2R,2,chemical
I2R,M2R,1,electrical
I2R,M3R,2,chemical
I2R,M4,3,chemical
I2R,MCL,1,chemical
I2R,MCR,1,electrical
I2R,NSML,34,chemical
I2R,NSMR,7,chemical
I2R,NSMR,2,electrical
I3,I1L,1,chemical
I3,I1R,1,electrical
I3,I5,2,chemical
I3,I6,1,chemical
I3,M1,2,chemical
I3,M1,1,electrical
I3,M2L,2,chemical
I3,M3L,2,chemical
I3,M3R,2,chemical
I3,M4,2,chemical
I3,MCL,1,chemical
I3,MCR,2,chemical
I3,MI,1,chemical
I3,MI,1,electrical
I3,NSMR,2,chemical
I4,I2L,1,electrical
I4,I2R,7,chemical
I4,I5,2,chemical
I4,M2L,5,chemical
I4,M2R,2,electrical
I4,M3L,6,chemical
I4,M3R,22,chemical
I4,M4,1,electrical
I4,MI,1,chemical
I4,NSML,8,chemical
I4,NSMR,15,chemical
I5,I1L,2,chemical
I5,I2L,3,chemical
I5,I2R,1,chemical
I5,I3,1,chemical
I5,I4,7,chemical
I5,M1,3,chemical
I5,M2L,4,chemical
I5,M2L,1,electrical
I5,M2R,1,electrical
I5,M3L,4,chemical
I5,M3R,2,chemical
I5,M4,19,chemical
I5,M5,1,electrical
I5,MI,4,chemical
I5,NSML,1,chemical
I5,NSMR,5,chemical
I6,I1R,1,chemical
I6,I2L,1,chemical
I6,I2R,4,chemical
I6,I3,12,chemical
I6,M3L,10,chemical
I6,M4,15,chemical
I6,M4,5,electrical
I6,NSML,24,chemical
I6,NSMR,23,chemical
IL1DL,IL1DR,3,electrical
IL1DL,IL1L,2,electrical
IL1DL,IL2DL,1,chemical
IL1DL,RIPL,11,chemical
IL1DL,RMDDR,3,chemical
IL1DL,RMDVL,3,chemical
IL1DL,RMEL,1,chemical
IL1DL,RMEV,1,electrical
IL1DL,SIBDL,3,chemical
IL1DL,URADL,10,chemical
IL1DR,IL1DL,3,electrical
IL1DR,IL1DR,1,chemical
IL1DR,IL1R,2,chemical
IL1DR,IL1R,8,electrical
IL1DR,IL2DR,5,chemical
IL1DR,OLLR,1,chemical
IL1DR,PVR,5,chemical
IL1DR,RIPR,28,chemical
IL1DR,RMDDL,11,chemical
IL1DR,RMDVR,32,chemical
IL1DR,RMDVR,1,electrical
IL1DR,RMEV,4,electrical
IL1DR,URADR,8,chemical
IL1DR,URYDR,2,chemical
IL1L,AVER,5,chemical
IL1L,IL1DL,2,electrical
IL1L,IL1VL,8,electrical
IL1L,IL2L,1,chemical
IL1L,OLLL,1,chemical
IL1L,RIPL,1,electrical
IL1L,RMDDL,20,chemical
IL1L,RMDL,3,chemical
IL1L,RMDR,9,chemical
IL1L,RMDVL,22,chemical
IL1L,RMDVR,5,chemical
IL1L,RMER,4,chemical
IL1L,RMER,1,electrical
IL1L,RMGL,1,chemical
IL1L,URAVL,4,chemical
IL1L,URBL,1,chemical
IL1L,URBL,2,electrical
IL1R,AVEL,2,chemical
IL1R,AVER,5,chemical
IL1R,IL1DR,8,electrical
IL1R,IL1VR,8,electrical
IL1R,OLLR,1,chemical
IL1R,RMDDL,8,chemical
IL1R,RMDDR,12,chemical
